,BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CAM,CNT,CS,CX,CY,EEG_ENG,EEG_EXC,EEG_FRU,EEG_MED,FACE,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LPCX,LPCY,LPD,LPS,LPV,MID,MOB,RPCX,RPCY,RPD,RPS,RPV,SCLX,SCLY,SCN,TIME,TIMETICK,USER,VID,WEB
4344,0.0,0,13,1,0.5237299799919128,0.6551200151443481,2124,4349,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,693,0.6142600178718567,162,71.04052734375,0,0.5207499861717224,0.6567100286483765,0.32940998673439026,0.6086699962615967,19.854890823364258,1.055109977722168,1,0,0,0.7618299722671509,0.6462299823760986,17.82560920715332,1.0477099418640137,1,0,0,694,71.705810546875,243925758226.0,,0,0
4425,0.0,0,13,1,0.4175800085067749,0.7796800136566162,2158,4430,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,705,1.2729500532150269,163,71.671630859375,0,0.41797998547554016,0.7741600275039673,0.32012999057769775,0.6084100008010864,17.02301025390625,1.0475499629974365,1,0,0,0.7521200180053711,0.6456699967384338,18.00054931640625,1.0475499629974365,1,0,0,706,73.04248046875,243928753856.0,,0,0
4463,0.0,0,12,1,0.4409500062465668,0.7175300121307373,2173,4469,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,711,0.6232900023460388,164,73.0087890625,0,0.43046000599861145,0.7167699933052063,0.3178899884223938,0.6087999939918518,18.132600784301758,1.0697599649429321,1,0,0,0.7501999735832214,0.6447499990463257,18.57720947265625,1.0623600482940674,1,0,0,712,73.685791015625,243930195340.0,,0,0
4481,0.0,0,12,1,0.4585599899291992,0.6171200275421143,2179,4487,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,713,0.27562999725341797,165,73.6513671875,0,0.45719000697135925,0.6292399764060974,0.31723999977111816,0.6060100197792053,18.97134017944336,1.0174800157546997,1,0,0,0.7503600120544434,0.640529990196228,18.044979095458984,1.0174800157546997,1,0,0,714,73.981689453125,243930858673.0,,0,0
4498,0.0,0,12,1,0.47293999791145325,0.5552800297737122,2187,4504,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,716,0.26513999700546265,166,73.948974609375,0,0.4622200131416321,0.5449100136756897,0.3182600140571594,0.6031699776649475,19.829299926757812,1.032289981842041,1,0,0,0.7514299750328064,0.6379799842834473,19.15690040588379,1.024880051612854,1,0,0,717,74.259033203125,243931480238.0,,0,0
4523,0.0,0,12,1,0.5247399806976318,0.5789499878883362,2198,4529,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,720,0.39893001317977905,167,74.225830078125,0,0.520609974861145,0.5666099786758423,0.31856998801231384,0.6035299897193909,18.703449249267578,1.0174800157546997,1,0,0,0.7508999705314636,0.6381199955940247,16.838590621948242,1.0174800157546997,1,0,0,721,74.67041015625,243932402063.0,,0,0
4544,0.0,0,12,1,0.5632200241088867,0.43970000743865967,2207,4550,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,723,0.32886001467704773,168,74.636962890625,0,0.5567799806594849,0.4604699909687042,0.32653000950813293,0.59934002161026,18.774599075317383,1.0174800157546997,1,0,0,0.7582299709320068,0.6357799768447876,17.79932975769043,1.024880051612854,1,0,0,723,75.02001953125,243933185330.0,,0,0
4559,0.0,0,12,1,0.5463299751281738,0.34929999709129333,2214,4565,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,725,0.23145000636577606,169,74.987060546875,0,0.5488399863243103,0.3479200005531311,0.3278000056743622,0.5966500043869019,19.476869583129883,1.0470900535583496,1,0,0,0.7593700289726257,0.6342599987983704,18.77627944946289,1.0396900177001953,1,0,0,725,75.265380859375,243933735223.0,,0,0
4578,0.0,0,12,1,0.6196699738502502,0.3878999948501587,2224,4584,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,728,0.29907000064849854,170,75.23193359375,0,0.620989978313446,0.3876799941062927,0.3321399986743927,0.5953199863433838,20.30621910095215,1.019070029258728,1,0,0,0.7636799812316895,0.6332100033760071,18.541040420532227,1.019070029258728,1,0,0,729,75.575927734375,243934431340.0,,0,0
4597,0.0,0,11,1,0.36862000823020935,0.3898699879646301,2234,4603,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,731,0.2507300078868866,171,75.544677734375,0,0.36445000767707825,0.39157000184059143,0.31911998987197876,0.5931199789047241,19.242889404296875,1.0470900535583496,1,0,0,0.7508699893951416,0.6302199959754944,18.815990447998047,1.0470900535583496,1,0,0,732,75.89453125,243935145051.0,,0,0
4619,0.0,0,12,1,0.3833099901676178,0.3835900127887726,2245,4625,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,735,0.24291999638080597,172,75.862060546875,0,0.3908500075340271,0.38222000002861023,0.3199099898338318,0.5936400294303894,17.998260498046875,1.0401500463485718,1,0,0,0.7517200112342834,0.6305099725723267,17.366220474243164,1.0558799505233765,1,0,0,735,76.255859375,243935955244.0,,0,0
4641,0.0,0,12,1,0.42517000436782837,0.37090998888015747,2255,4647,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,738,0.09691999852657318,173,76.223876953125,0,0.42844998836517334,0.3645400106906891,0.3110800087451935,0.597029983997345,19.464740753173828,1.0872000455856323,1,0,0,0.7437499761581421,0.6304500102996826,18.281579971313477,1.0788700580596924,1,0,0,739,76.6142578125,243936758056.0,,0,0
4665,0.0,0,12,1,0.47124001383781433,0.41631001234054565,2267,4671,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,742,0.384770005941391,174,76.581298828125,0,0.4655599892139435,0.41927000880241394,0.3175300061702728,0.6030300259590149,18.930679321289062,1.0039499998092651,1,0,0,0.7503899931907654,0.6366400122642517,18.103740692138672,1.0039499998092651,1,0,0,742,77.012451171875,243937650467.0,,0,0
4707,0.0,0,13,1,0.5908899903297424,0.40988001227378845,2287,4713,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,749,0.43334999680519104,175,76.979248046875,0,0.5636900067329407,0.41558000445365906,0.31738999485969543,0.5894399881362915,18.579540252685547,1.0174800157546997,1,0,0,0.7504000067710876,0.6216700077056885,17.426340103149414,1.0174800157546997,1,0,0,749,77.7080078125,243939209353.0,,0,0
4733,0.0,0,13,1,0.6206799745559692,0.414359986782074,2300,4739,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,753,0.41089001297950745,176,77.675537109375,0,0.6212700009346008,0.41058000922203064,0.3264400064945221,0.5874000191688538,18.652849197387695,1.0470900535583496,1,0,0,0.7582899928092957,0.6214500069618225,18.105899810791016,1.0396900177001953,1,0,0,753,78.135986328125,243940168408.0,,0,0
4754,0.0,0,13,1,0.3481000065803528,0.45304998755455017,2310,4760,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,756,0.2802700102329254,177,78.10302734375,0,0.35249999165534973,0.4532400071620941,0.3003399968147278,0.58992999792099,17.151569366455078,1.0250300168991089,1,0,0,0.7313600182533264,0.616890013217926,17.255170822143555,1.0250300168991089,1,0,0,757,78.482421875,243940944977.0,,0,0
4799,0.0,0,14,1,0.47422999143600464,0.4172399938106537,2333,4805,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,764,0.4274899959564209,178,78.450439453125,0,0.4524100124835968,0.4108699858188629,0.31466999650001526,0.5687699913978577,19.669679641723633,1.0697599649429321,1,0,0,0.7416800260543823,0.5883700251579285,18.554880142211914,1.0697599649429321,1,0,0,764,79.223876953125,243942606144.0,,0,0
4857,0.0,0,13,1,0.4940199851989746,0.4459500014781952,2362,4863,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,773,0.9397000074386597,179,79.19091796875,0,0.4875200092792511,0.4287799894809723,0.349839985370636,0.5361599922180176,19.09741973876953,1.055109977722168,1,0,0,0.7728800177574158,0.551580011844635,18.05590057373047,1.0625100135803223,1,0,0,773,80.178955078125,243944746431.0,,0,0
4888,0.0,0,13,1,0.5701599717140198,0.42318999767303467,2378,4894,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,778,0.49292001128196716,180,80.1455078125,0,0.5594000220298767,0.4253999888896942,0.3361299932003021,0.5253300070762634,19.466100692749023,1.0773199796676636,1,0,0,0.7605800032615662,0.5394600033760071,19.287769317626953,1.0773199796676636,1,0,0,778,80.6923828125,243945897092.0,,0,0
4915,0.0,0,13,1,0.6332899928092957,0.42419999837875366,2391,4921,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,782,0.4262700080871582,181,80.659423828125,0,0.624809980392456,0.4121699929237366,0.33371999859809875,0.622759997844696,18.11366081237793,1.1191400289535522,1,0,0,0.7532299757003784,0.6258000135421753,16.29142951965332,1.1191400289535522,1,0,0,783,81.13720703125,243946894255.0,,0,0
4934,0.0,0,13,1,0.3501400053501129,0.465829998254776,2400,4940,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,785,0.24267999827861786,182,81.103515625,0,0.35148999094963074,0.4704200029373169,0.3133299946784973,0.7204999923706055,18.494150161743164,1.0941499471664429,1,0,0,0.7293599843978882,0.7148799896240234,17.720130920410156,1.0941499471664429,1,0,0,786,81.445068359375,243947584185.0,,0,0
4964,0.0,0,14,1,0.3849799931049347,0.48357999324798584,2414,4970,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,790,0.23217999935150146,183,81.412841796875,0,0.3906799852848053,0.47738000750541687,0.33652999997138977,0.7083399891853333,19.440689086914062,1.0773199796676636,1,0,0,0.7524200081825256,0.7217000126838684,18.451210021972656,1.0856499671936035,1,0,0,791,81.944091796875,243948702210.0,,0,0
5006,0.0,0,15,1,0.4844900071620941,0.4637199938297272,2435,5012,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,797,0.3754900097846985,184,81.910400390625,0,0.47995999455451965,0.4553700089454651,0.3527500033378601,0.7208399772644043,17.96380043029785,1.1446399688720703,1,0,0,0.766569972038269,0.7378799915313721,16.952259063720703,1.1446399688720703,1,0,0,797,82.63818359375,243950257691.0,,0,0
5042,0.0,0,15,1,0.6168400049209595,0.42103999853134155,2453,5048,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,802,0.5764200091362,185,82.604736328125,0,0.6103299856185913,0.4348199963569641,0.38258999586105347,0.7610800266265869,17.288249969482422,1.1363099813461304,1,0,0,0.7943800091743469,0.7904800176620483,15.820240020751953,1.1446399688720703,1,0,0,803,83.225830078125,243951574848.0,,0,0
5066,0.0,0,16,1,0.6538000106811523,0.4265500009059906,2465,5072,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,806,0.13305999338626862,186,83.192138671875,0,0.6495000123977661,0.44380998611450195,0.38999998569488525,0.7822099924087524,17.414350509643555,1.1446399688720703,1,0,0,0.8003399968147278,0.8103899955749512,16.684940338134766,1.1540800333023071,1,0,0,807,83.6240234375,243952466961.0,,0,0
5082,0.0,0,16,1,0.3468799889087677,0.4857499897480011,2473,5088,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,809,0.19994999468326569,187,83.5908203125,0,0.34738999605178833,0.49257999658584595,0.3780499994754791,0.7970899939537048,17.912689208984375,1.1276400089263916,1,0,0,0.7885000109672546,0.8236899971961975,18.533689498901367,1.1276400089263916,1,0,0,810,83.889892578125,243953062792.0,,0,0
5122,0.0,0,16,1,0.4469299912452698,0.4997900128364563,2493,5128,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,815,0.6398900151252747,188,83.857421875,0,0.43751001358032227,0.479779988527298,0.3659999966621399,0.7674999833106995,17.201019287109375,1.1446399688720703,1,0,0,0.7781000137329102,0.7917799949645996,17.119489669799805,1.1446399688720703,1,0,0,816,84.549560546875,243954541270.0,,0,0
5150,0.0,0,16,1,0.5338600277900696,0.48342999815940857,2506,5156,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,820,0.4465300142765045,189,84.516845703125,0,0.5230799913406372,0.48159000277519226,0.37158000469207764,0.7623400092124939,17.413270950317383,1.1446399688720703,1,0,0,0.7843700051307678,0.788070023059845,16.704830169677734,1.1446399688720703,1,0,0,820,85.00634765625,243955564747.0,,0,0
5180,0.0,0,16,1,0.5960299968719482,0.4831100106239319,2521,5186,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,824,0.48462000489234924,190,84.972900390625,0,0.584850013256073,0.47808998823165894,0.3755599856376648,0.759850025177002,17.468429565429688,1.1485600471496582,1,0,0,0.7874900102615356,0.7859899997711182,17.052560806274414,1.1485600471496582,1,0,0,825,85.504150390625,243956680259.0,,0,0
5207,0.0,0,16,1,0.6140900254249573,0.46320000290870667,2534,5213,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,829,0.43163999915122986,191,85.47021484375,0,0.613070011138916,0.459089994430542,0.3737500011920929,0.7610399723052979,17.487030029296875,1.0941499471664429,1,0,0,0.7863100171089172,0.7861300110816956,17.341350555419922,1.085819959640503,1,0,0,830,85.9462890625,243957671093.0,,0,0
5239,0.0,0,15,1,0.3785000145435333,0.5244200229644775,2549,5245,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,834,0.46362000703811646,192,85.9130859375,0,0.37553998827934265,0.5395900011062622,0.35850000381469727,0.7600100040435791,17.220760345458984,1.1650500297546387,1,0,0,0.7702699899673462,0.7813699841499329,17.949270248413086,1.1650500297546387,1,0,0,835,86.476318359375,243958859069.0,,0,0
5299,0.0,0,15,1,0.379940003156662,0.5814399719238281,2580,5305,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,843,0.6730999946594238,193,86.444580078125,0,0.38078001141548157,0.581089973449707,0.3595300018787384,0.762440025806427,16.622570037841797,1.1191400289535522,1,0,0,0.7711399793624878,0.7842599749565125,16.368120193481445,1.1191400289535522,1,0,0,844,87.4677734375,243961081071.0,,0,0
5323,0.0,0,15,1,0.4430600106716156,0.559689998626709,2590,5329,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,847,0.3786599934101105,194,87.436279296875,0,0.43970000743865967,0.5666000247001648,0.35464999079704285,0.762910008430481,15.77672004699707,1.1279799938201904,1,0,0,0.7668799757957458,0.7811200022697449,15.684849739074707,1.1363099813461304,1,0,0,848,87.8583984375,243961956243.0,,0,0
5343,0.0,0,15,1,0.5069800019264221,0.5488799810409546,2600,5349,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,851,0.31957998871803284,195,87.825927734375,0,0.510640025138855,0.5558599829673767,0.3590700030326843,0.7593200206756592,16.717090606689453,1.1446399688720703,1,0,0,0.770799994468689,0.777239978313446,16.118000030517578,1.1446399688720703,1,0,0,852,88.1904296875,243962700692.0,,0,0
5372,0.0,0,16,1,0.5057100057601929,0.5069400072097778,2614,5378,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,855,0.217289999127388,196,88.156982421875,0,0.5025399923324585,0.5084499716758728,0.35062000155448914,0.7543500065803528,18.031940460205078,1.2209399938583374,1,0,0,0.763759970664978,0.767009973526001,17.79265022277832,1.2115000486373901,1,0,0,856,88.666748046875,243963767736.0,,0,0
5412,0.0,0,16,1,0.5270699858665466,0.5286300182342529,2634,5418,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,862,0.6472200155258179,197,88.634521484375,0,0.5225399732589722,0.542639970779419,0.356469988822937,0.7452999949455261,17.31583023071289,1.1823999881744385,1,0,0,0.7680699825286865,0.7612199783325195,17.012300491333008,1.1823999881744385,1,0,0,863,89.330078125,243965254465.0,,0,0
5435,0.0,0,16,1,0.5715199708938599,0.5499699711799622,2645,5441,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,865,0.3647499978542328,198,89.29638671875,0,0.5722799897193909,0.5532600283622742,0.35964998602867126,0.7451199889183044,16.378780364990234,1.1485600471496582,1,0,0,0.7706000208854675,0.761929988861084,16.100479125976562,1.1485600471496582,1,0,0,866,89.70556640625,243966095975.0,,0,0
5463,0.0,0,16,1,0.6221399903297424,0.571399986743927,2659,5469,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,870,0.44971001148223877,199,89.673095703125,0,0.6121500134468079,0.5601999759674072,0.3583900034427643,0.7428100109100342,16.648330688476562,1.1639100313186646,1,0,0,0.7697299718856812,0.7584400177001953,16.19053077697754,1.1639100313186646,1,0,0,871,90.169677734375,243967135915.0,,0,0
5494,0.0,0,16,1,0.3676699995994568,0.6317099928855896,2674,5500,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,875,0.44214001297950745,200,90.136474609375,0,0.358460009098053,0.6242600083351135,0.3465000092983246,0.7458999752998352,16.11832046508789,1.1446399688720703,1,0,0,0.7584400177001953,0.7597100138664246,16.0981502532959,1.1446399688720703,1,0,0,876,90.677978515625,243968274793.0,,0,0
5521,0.0,0,16,1,0.40303000807762146,0.6375700235366821,2687,5527,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,879,0.43140000104904175,201,90.645263671875,0,0.40369001030921936,0.6116300225257874,0.34532999992370605,0.7414199709892273,16.739599227905273,1.1542799472808838,1,0,0,0.7569400072097778,0.7537800073623657,16.6765193939209,1.1542799472808838,1,0,0,880,91.1298828125,243969287939.0,,0,0
5552,0.0,0,16,1,0.5091099739074707,0.5698500275611877,2703,5558,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,884,0.4892599880695343,202,91.09521484375,0,0.4974299967288971,0.5735599994659424,0.3388400077819824,0.7280099987983704,18.661989212036133,1.173550009727478,1,0,0,0.7502099871635437,0.7269099950790405,16.51626968383789,1.173550009727478,1,0,0,885,91.6396484375,243970430202.0,,0,0
5589,0.0,0,16,1,0.5475500226020813,0.47918999195098877,2718,5596,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,890,0.6101099848747253,203,91.606689453125,0,0.5415899753570557,0.5011100172996521,0.34191998839378357,0.6624000072479248,17.249359130859375,1.1831799745559692,1,0,0,0.7479900121688843,0.6555299758911133,16.27642059326172,1.1831799745559692,1,0,0,891,92.262939453125,243971826952.0,,0,0
5634,0.0,0,17,1,0.6328799724578857,0.4993799924850464,2740,5641,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,898,0.4799799919128418,204,92.23193359375,0,0.6318600177764893,0.5022799968719482,0.34303998947143555,0.6594899892807007,17.295129776000977,1.1823999881744385,1,0,0,0.7479199767112732,0.6522799730300903,16.76966094970703,1.1823999881744385,1,0,0,898,93.00830078125,243973497058.0,,0,0
5672,0.0,0,17,1,0.3343999981880188,0.49595001339912415,2760,5679,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,904,0.5556600093841553,205,92.97509765625,0,0.34084001183509827,0.5136899948120117,0.32837000489234924,0.666130006313324,18.338760375976562,1.2016700506210327,1,0,0,0.7339100241661072,0.6574699878692627,19.040189743041992,1.2016700506210327,1,0,0,904,93.629638671875,243974889657.0,,0,0
5697,0.0,0,17,1,0.38269999623298645,0.5147299766540527,2772,5704,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,908,0.39917001128196716,206,93.597412109375,0,0.3852199912071228,0.5242900252342224,0.33024999499320984,0.6701300144195557,17.876890182495117,1.1731599569320679,1,0,0,0.736549973487854,0.6617799997329712,18.02798080444336,1.1826000213623047,1,0,0,909,94.044921875,243975820392.0,,0,0
5725,0.0,0,16,1,0.517270028591156,0.4593600034713745,2784,5732,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,912,0.4477500021457672,207,94.012939453125,0,0.4978500008583069,0.4757699966430664,0.3366599977016449,0.6734799742698669,18.979219436645508,1.2018699645996094,1,0,0,0.7439299821853638,0.6652500033378601,18.101980209350586,1.2018699645996094,1,0,0,913,94.50439453125,243976849878.0,,0,0
5754,0.0,0,16,1,0.5069800019264221,0.42271000146865845,2798,5761,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,917,0.46435999870300293,208,94.470947265625,0,0.5115200281143188,0.42124998569488525,0.3414599895477295,0.6757500171661377,18.75857925415039,1.1831799745559692,1,0,0,0.7482799887657166,0.6710100173950195,17.874250411987305,1.1831799745559692,1,0,0,917,94.9853515625,243977927745.0,,0,0
5779,0.0,0,16,1,0.483460009098053,0.47058001160621643,2810,5786,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,921,0.39208999276161194,209,94.9521484375,0,0.48217999935150146,0.4625200033187866,0.33652999997138977,0.678820013999939,18.342979431152344,1.1729600429534912,1,0,0,0.7440800070762634,0.6733899712562561,17.938190460205078,1.1729600429534912,1,0,0,922,95.3994140625,243978855815.0,,0,0
5812,0.0,0,16,1,0.5620700120925903,0.4667699933052063,2826,5819,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,926,0.5266100168228149,210,95.36572265625,0,0.5534800291061401,0.45416998863220215,0.3415200114250183,0.683489978313446,19.962919235229492,1.1446399688720703,1,0,0,0.7501400113105774,0.6802700161933899,18.546960830688477,1.1446399688720703,1,0,0,927,95.9423828125,243980072649.0,,0,0
5881,0.0,0,16,1,0.6268100142478943,0.4863399863243103,2861,5888,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,937,1.1174299716949463,211,95.9091796875,0,0.6204699873924255,0.4729500114917755,0.33722999691963196,0.687470018863678,18.066059112548828,1.1402299404144287,1,0,0,0.747160017490387,0.6859999895095825,16.88558006286621,1.1485600471496582,1,0,0,938,97.0810546875,243982624262.0,,0,0
5925,0.0,0,16,1,0.3810499906539917,0.49533000588417053,2882,5932,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,944,0.657230019569397,212,97.048583984375,0,0.3844600021839142,0.47721999883651733,0.33114001154899597,0.6938599944114685,16.381879806518555,1.1731599569320679,1,0,0,0.7409499883651733,0.6944000124931335,16.580259323120117,1.1637200117111206,1,0,0,945,97.803955078125,243984244290.0,,0,0
5955,0.0,0,16,1,0.41187000274658203,0.5153099894523621,2897,5962,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,949,0.4794900119304657,213,97.77197265625,0,0.4058600068092346,0.487060010433197,0.32798999547958374,0.6998299956321716,16.145509719848633,1.1446399688720703,1,0,0,0.738860011100769,0.6993200182914734,16.053359985351562,1.1446399688720703,1,0,0,950,98.296630859375,243985348505.0,,0,0
5975,0.0,0,16,1,0.473580002784729,0.4817099869251251,2908,5982,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,952,0.31786999106407166,214,98.26318359375,0,0.4713200032711029,0.4685499966144562,0.333730012178421,0.699999988079071,16.273910522460938,1.1446399688720703,1,0,0,0.7445899844169617,0.7007700204849243,16.520259857177734,1.1446399688720703,1,0,0,953,98.62890625,243986093292.0,,0,0
6011,0.0,0,16,1,0.5754600167274475,0.455159991979599,2925,6018,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,958,0.5725100040435791,215,98.59716796875,0,0.5677599906921387,0.46347999572753906,0.34209001064300537,0.7011899948120117,15.753399848937988,1.1729600429534912,1,0,0,0.7527700066566467,0.7035099864006042,15.350890159606934,1.1635199785232544,1,0,0,959,99.224609375,243987427767.0,,0,0
6037,0.0,0,16,1,0.6698200106620789,0.47064998745918274,2937,6044,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,962,0.41356998682022095,216,99.190673828125,0,0.6585100293159485,0.47892001271247864,0.34356001019477844,0.7009900212287903,15.057740211486816,1.1446399688720703,1,0,0,0.7545199990272522,0.7024800181388855,14.580050468444824,1.1540800333023071,1,0,0,963,99.652587890625,243988387088.0,,0,0
6050,0.0,0,16,1,0.35089001059532166,0.5131099820137024,2944,6057,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,964,0.19458000361919403,217,99.618408203125,0,0.36851999163627625,0.5041599869728088,0.3315800130367279,0.7038599848747253,15.018190383911133,1.1555800437927246,1,0,0,0.7426000237464905,0.7052000164985657,14.910710334777832,1.1472500562667847,1,0,0,965,99.8671875,243988868291.0,,0,0
6089,0.0,0,16,1,0.49775001406669617,0.507669985294342,2963,6096,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,971,0.6267099976539612,218,99.833984375,0,0.47850000858306885,0.5052499771118164,0.3378100097179413,0.7066699862480164,15.397820472717285,1.1363099813461304,1,0,0,0.7491400241851807,0.7093300223350525,14.821490287780762,1.1279799938201904,1,0,0,972,100.508056640625,243990304359.0,,0,0
6126,0.0,0,16,1,0.5509099960327148,0.5257099866867065,2981,6133,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,977,0.5964400172233582,219,100.474853515625,0,0.5360900163650513,0.5205600261688232,0.3376399874687195,0.7080699801445007,17.741289138793945,1.1279799938201904,1,0,0,0.7492899894714355,0.710129976272583,17.087419509887695,1.1363099813461304,1,0,0,978,101.11669921875,243991668065.0,,0,0
6156,0.0,0,16,1,0.5700500011444092,0.5129899978637695,2997,6163,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,982,0.4790000021457672,220,101.0830078125,0,0.5683299899101257,0.5044199824333191,0.3372800052165985,0.7080299854278564,17.78049087524414,1.1446399688720703,1,0,0,0.7492300271987915,0.7099199891090393,17.835580825805664,1.1446399688720703,1,0,0,982,101.615234375,243992785267.0,,0,0
6179,0.0,0,16,1,0.6422299742698669,0.5337100028991699,3008,6186,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,985,0.3647499978542328,221,101.58154296875,0,0.6398800015449524,0.5316699743270874,0.34172001481056213,0.7081300020217896,19.328460693359375,1.0943200588226318,1,0,0,0.753059983253479,0.7096199989318848,18.538820266723633,1.0943200588226318,1,0,0,986,101.989501953125,243993623901.0,,0,0
6192,0.0,0,16,1,0.3683300018310547,0.5316799879074097,3014,6199,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,987,0.198730006814003,222,101.95654296875,0,0.3842700123786926,0.5367299914360046,0.3246299922466278,0.7114599943161011,17.88003921508789,1.1446399688720703,1,0,0,0.7367600202560425,0.711080014705658,18.52276039123535,1.1446399688720703,1,0,0,988,102.208251953125,243994114406.0,,0,0
6222,0.0,0,16,1,0.4190100133419037,0.5248200297355652,3029,6229,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,992,0.4777800142765045,223,102.175537109375,0,0.41854000091552734,0.5292800068855286,0.32708999514579773,0.7106800079345703,16.06608009338379,1.1446399688720703,1,0,0,0.7390999794006348,0.711139976978302,16.90361976623535,1.1446399688720703,1,0,0,993,102.69677734375,243995209073.0,,0,0
6252,0.0,0,16,1,0.43915998935699463,0.5198699831962585,3044,6259,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,997,0.48486000299453735,224,102.66455078125,0,0.43919000029563904,0.5280399918556213,0.3248699903488159,0.7128099799156189,16.77659034729004,1.1446399688720703,1,0,0,0.7379400134086609,0.7114599943161011,16.684410095214844,1.1446399688720703,1,0,0,998,103.195068359375,243996325686.0,,0,0
6279,0.0,0,16,1,0.554610013961792,0.5308099985122681,3057,6286,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1001,0.43358999490737915,225,103.16162109375,0,0.5391600131988525,0.5292900204658508,0.3296099901199341,0.7131199836730957,17.45421028137207,1.1446399688720703,1,0,0,0.7425000071525574,0.7133700251579285,17.171499252319336,1.1446399688720703,1,0,0,1002,103.637451171875,243997317068.0,,0,0
6301,0.0,0,16,1,0.47218000888824463,0.5204100012779236,3068,6308,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1005,0.3505899906158447,226,103.60595703125,0,0.47387999296188354,0.52183997631073,0.32541999220848083,0.7154600024223328,17.76313018798828,1.136139988899231,1,0,0,0.7390199899673462,0.7154800295829773,17.265310287475586,1.136139988899231,1,0,0,1006,104.004150390625,243998138736.0,,0,0
6317,0.0,0,16,1,0.5912799835205078,0.5318999886512756,3076,6324,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1008,0.2512199878692627,227,103.968505859375,0,0.5847799777984619,0.5451200008392334,0.3332499861717224,0.7160599827766418,19.17551040649414,1.1363099813461304,1,0,0,0.7459700107574463,0.7165600061416626,17.791269302368164,1.1279799938201904,1,0,0,1008,104.267822265625,243998729925.0,,0,0
